age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,gender ,signed up
41,entrepreneur,married,secondary,,no,30,no,cellular,460,-1,,1
27,management,single,tertiary,,no,2648,no,cellular,917,-1,,1
42,admin.,married,secondary,,no,-465,no,cellular,102,-1,,0
36,blue-collar,married,secondary,,no,1193,no,cellular,640,-1,,1
39,technician,married,secondary,,no,116,no,cellular,79,94,,0
28,student,single,tertiary,,no,3054,no,cellular,384,80,,1
27,blue-collar,single,secondary,,yes,-27,no,unknown,498,-1,,1
51,management,married,tertiary,,no,385,no,cellular,39,-1,,0
57,retired,single,primary,,no,604,no,cellular,187,-1,,0
28,admin.,married,secondary,,no,254,no,cellular,333,-1,,0
48,entrepreneur,married,secondary,,no,725,no,cellular,105,-1,,0
37,unemployed,married,secondary,,no,80,no,cellular,248,-1,,0
31,management,single,tertiary,,no,12607,no,cellular,150,-1,,0
28,management,single,tertiary,,no,321,no,cellular,255,-1,,0
53,admin.,married,secondary,,no,350,no,cellular,113,132,,0
41,management,married,tertiary,,no,0,no,cellular,294,63,,1
41,admin.,single,secondary,,no,242,no,cellular,116,-1,,0
53,admin.,married,secondary,,no,1796,no,telephone,476,193,,1
37,management,married,tertiary,,no,355,no,cellular,340,-1,,0
30,management,single,tertiary,,no,6495,no,cellular,78,-1,,0
41,housemaid,married,secondary,,no,12,no,cellular,472,-1,,0
58,admin.,single,secondary,,no,247,no,unknown,66,-1,,0
43,blue-collar,married,primary,,no,-41,no,unknown,8,-1,,0
59,admin.,married,secondary,,no,6264,no,cellular,353,-1,,0
43,admin.,married,secondary,,no,1113,no,unknown,477,-1,,0
32,admin.,single,tertiary,,no,725,no,cellular,53,-1,,0
56,retired,married,secondary,,no,74,no,cellular,144,-1,,0
33,services,married,secondary,,no,1697,no,cellular,179,-1,,1
58,entrepreneur,married,tertiary,,yes,0,no,cellular,138,-1,,0
45,entrepreneur,married,secondary,,no,781,no,cellular,652,126,,1
32,blue-collar,married,primary,,no,2198,no,cellular,463,175,,0
47,blue-collar,single,unknown,,no,2443,no,unknown,422,-1,,0
55,blue-collar,married,secondary,,no,983,no,telephone,41,-1,,0
40,management,divorced,tertiary,,no,492,no,cellular,125,-1,,0
46,unknown,married,primary,,no,285,no,unknown,215,-1,,0
43,management,single,tertiary,,no,946,no,telephone,40,-1,,0
34,blue-collar,married,secondary,,no,765,no,cellular,238,-1,,0
31,student,single,tertiary,,no,4951,no,cellular,150,-1,,0
51,blue-collar,married,unknown,,no,296,no,cellular,177,-1,,0
39,services,married,tertiary,,no,1493,no,cellular,912,-1,,1
50,management,single,tertiary,,no,486,no,unknown,28,-1,,0
37,blue-collar,married,secondary,,no,1736,no,unknown,66,-1,,0
58,management,married,tertiary,,no,0,no,telephone,27,-1,,0
31,management,single,tertiary,,no,6413,no,cellular,517,-1,,0
44,unemployed,married,primary,,no,1,no,cellular,229,-1,,0
39,blue-collar,married,primary,,no,0,no,unknown,173,-1,,0
50,management,married,tertiary,,no,536,no,unknown,75,-1,,0
35,management,married,tertiary,,no,8,no,cellular,93,-1,,1
77,retired,married,primary,,no,680,no,telephone,341,94,,0
64,retired,married,secondary,,no,1220,no,cellular,138,-1,,0
33,admin.,married,secondary,,no,89,no,telephone,524,-1,,0
45,self-employed,married,secondary,,no,706,no,cellular,78,176,,0
27,unemployed,single,secondary,,no,154,no,telephone,24,-1,,0
37,management,married,tertiary,,no,238,no,cellular,149,-1,,1
58,technician,married,secondary,,no,1191,no,cellular,78,-1,,0
50,technician,divorced,tertiary,,no,1044,no,unknown,400,-1,,0
54,services,married,secondary,,no,770,no,cellular,151,-1,,0
48,admin.,single,secondary,,no,-58,no,unknown,123,-1,,0
78,retired,divorced,secondary,,no,3219,no,cellular,151,-1,,1
31,admin.,single,secondary,,no,33,no,cellular,194,-1,,0
45,technician,married,secondary,,no,3460,no,cellular,116,-1,,0
27,admin.,single,secondary,,no,914,no,cellular,131,-1,,0
57,retired,married,primary,,no,3549,no,cellular,51,-1,,0
55,unemployed,divorced,secondary,,no,309,no,cellular,167,181,,1
47,services,married,secondary,,no,137,no,unknown,112,-1,,0
35,management,married,tertiary,,no,810,no,unknown,124,-1,,0
45,blue-collar,married,secondary,,no,1239,no,telephone,67,-1,,0
52,services,married,secondary,,no,2072,no,cellular,224,-1,,0
55,unknown,married,primary,,no,159,no,unknown,15,-1,,0
37,blue-collar,married,primary,,no,213,no,unknown,323,-1,,0
46,technician,single,tertiary,,no,3133,no,cellular,411,-1,,0
51,self-employed,married,tertiary,,no,150,no,unknown,146,-1,,0
22,student,single,secondary,,no,1925,no,cellular,180,-1,,0
56,management,married,tertiary,,no,665,no,cellular,25,-1,,0
49,management,married,tertiary,,no,223,no,cellular,22,-1,,0
27,blue-collar,married,primary,,no,52,no,cellular,185,-1,,0
55,retired,married,secondary,,no,123,no,cellular,70,-1,,0
32,admin.,married,tertiary,,no,653,no,cellular,84,-1,,1
56,self-employed,married,tertiary,,no,719,no,cellular,236,-1,,0
78,retired,married,primary,,no,158,no,cellular,360,-1,,0
32,technician,single,tertiary,,no,632,no,cellular,103,-1,,0
55,entrepreneur,divorced,primary,,no,29,no,unknown,500,-1,,0
38,blue-collar,divorced,primary,,no,0,no,unknown,49,-1,,0
59,unemployed,married,secondary,,no,309,no,cellular,300,-1,,0
70,management,married,tertiary,,no,10171,no,cellular,65,-1,,0
41,blue-collar,divorced,primary,,no,1498,no,unknown,10,-1,,0
40,technician,married,secondary,,no,240,no,unknown,68,-1,,0
48,technician,married,secondary,,no,7,no,unknown,354,-1,,0
50,technician,divorced,secondary,,no,1303,no,telephone,274,-1,,0
80,retired,married,primary,,no,155,no,telephone,343,-1,,1
20,student,single,secondary,,no,29,no,cellular,85,-1,,0
28,technician,single,secondary,,no,227,no,cellular,278,-1,,1
49,housemaid,married,primary,,no,3376,no,unknown,119,-1,,0
51,admin.,married,secondary,,no,79,no,cellular,89,-1,,0
51,technician,married,secondary,,no,856,no,cellular,99,-1,,0
50,management,married,secondary,,no,633,no,telephone,302,111,,0
54,retired,married,primary,,no,235,no,cellular,353,113,,0
24,management,single,tertiary,,no,172,no,cellular,67,-1,,0
32,self-employed,married,tertiary,,no,1423,no,cellular,1249,-1,,1
79,retired,divorced,primary,,no,20,no,cellular,165,182,,0
51,unemployed,married,secondary,,no,2439,no,cellular,118,-1,,0
57,entrepreneur,married,tertiary,,no,729,no,cellular,475,-1,,0
59,unemployed,divorced,secondary,,no,2921,no,telephone,251,-1,,0
47,blue-collar,married,secondary,,no,11305,no,cellular,118,-1,,0
56,blue-collar,married,secondary,,no,339,no,telephone,114,-1,,0
57,retired,divorced,primary,,no,0,no,telephone,1037,-1,,0
36,management,single,tertiary,,no,86,no,cellular,48,-1,,0
45,blue-collar,single,tertiary,,no,-243,no,cellular,171,-1,,0
39,technician,single,secondary,,no,-225,no,cellular,220,-1,,0
56,unemployed,married,primary,,no,3391,no,cellular,243,-1,,1
31,technician,divorced,secondary,,no,-174,no,cellular,113,-1,,0
47,technician,married,secondary,,no,1219,no,cellular,697,-1,,1
29,self-employed,married,secondary,,no,0,no,unknown,469,-1,,0
46,management,married,secondary,,no,1114,no,cellular,87,-1,,0
38,management,married,unknown,,no,1257,no,cellular,64,-1,,0
36,admin.,single,secondary,,no,728,no,cellular,230,-1,,1
58,technician,married,secondary,,no,201,no,cellular,82,-1,,0
44,management,divorced,tertiary,,no,2058,no,cellular,661,-1,,0
27,student,single,tertiary,,no,0,no,cellular,82,-1,,1
42,technician,married,secondary,,no,314,no,cellular,11,-1,,0
32,admin.,divorced,secondary,,no,0,no,cellular,212,-1,,0
47,blue-collar,divorced,secondary,,no,-332,no,cellular,48,-1,,0
93,retired,married,unknown,,no,775,no,cellular,476,13,,1
55,management,married,tertiary,,no,7803,no,cellular,441,-1,,1
51,retired,divorced,tertiary,,no,126,no,unknown,152,-1,,0
53,blue-collar,married,unknown,,no,1230,no,cellular,155,-1,,0
60,blue-collar,married,primary,,no,109,no,unknown,349,-1,,0
30,student,single,unknown,,no,809,no,unknown,91,-1,,0
30,blue-collar,single,unknown,,no,6281,no,cellular,149,-1,,1
51,admin.,married,unknown,,yes,-12,no,cellular,18,-1,,0
35,technician,married,secondary,,no,291,no,unknown,100,-1,,0
52,admin.,married,secondary,,no,0,no,cellular,91,275,,0
44,technician,single,secondary,,no,-34,no,cellular,14,-1,,0
54,self-employed,divorced,tertiary,,no,1323,no,unknown,47,-1,,0
46,admin.,married,secondary,,no,1934,no,unknown,240,-1,,0
38,blue-collar,married,secondary,,no,4321,no,cellular,252,85,,0
59,technician,married,secondary,,no,4322,no,unknown,174,-1,,0
42,blue-collar,divorced,primary,,no,1278,no,cellular,422,-1,,0
25,technician,single,secondary,,no,5695,no,cellular,124,-1,,0
36,services,married,secondary,,no,4721,no,cellular,149,-1,,1
35,services,married,tertiary,,no,4655,no,cellular,111,-1,,0
51,management,married,tertiary,,no,7631,no,cellular,896,-1,,0
51,blue-collar,married,primary,,no,176,no,cellular,80,-1,,0
30,technician,single,secondary,,no,0,no,cellular,109,-1,,0
58,retired,married,primary,,no,10628,no,cellular,189,-1,,0
69,retired,divorced,secondary,,no,4572,no,cellular,185,92,,0
57,blue-collar,married,unknown,,no,3196,no,cellular,161,-1,,0
57,management,married,secondary,,no,2155,no,cellular,144,91,,1
42,blue-collar,married,unknown,,no,0,no,unknown,270,-1,,0
33,management,divorced,tertiary,,no,47,no,cellular,47,178,,0
34,student,single,tertiary,,no,1322,no,cellular,170,-1,,0
58,admin.,married,unknown,,no,4318,no,unknown,307,-1,,0
26,student,single,secondary,,no,8015,no,cellular,109,-1,,0
50,management,married,tertiary,,no,383,no,cellular,502,-1,,0
50,admin.,married,secondary,,no,2971,no,cellular,722,-1,,0
52,blue-collar,married,primary,,no,306,no,cellular,223,-1,,1
33,blue-collar,married,secondary,,no,1402,no,cellular,63,-1,,0
49,technician,married,secondary,,no,305,no,cellular,401,-1,,0
47,technician,divorced,secondary,,no,450,no,unknown,40,-1,,0
33,technician,single,secondary,,no,2481,no,cellular,113,101,,0
27,unemployed,single,primary,,no,799,no,cellular,106,-1,,0
26,technician,single,tertiary,,no,1066,no,cellular,200,-1,,1
37,unemployed,married,secondary,,no,1152,no,cellular,222,-1,,0
52,blue-collar,married,secondary,,no,0,no,unknown,163,-1,,0
28,blue-collar,married,primary,,no,-196,no,cellular,209,-1,,0
36,housemaid,married,secondary,,no,2880,no,unknown,283,-1,,0
45,blue-collar,married,unknown,,no,550,no,unknown,97,-1,,0
59,management,married,tertiary,,no,474,no,cellular,252,-1,,1
83,retired,divorced,primary,,no,46,no,cellular,115,-1,,1
31,technician,married,tertiary,,no,0,no,cellular,70,-1,,0
53,services,married,secondary,,no,2774,no,unknown,193,-1,,0
48,entrepreneur,married,secondary,,no,151,no,cellular,191,-1,,0
48,retired,married,tertiary,,no,4,no,cellular,70,-1,,0
42,unknown,single,secondary,,no,1456,no,unknown,56,-1,,0
54,services,married,secondary,,no,193,no,unknown,179,-1,,0
45,technician,single,secondary,,no,-55,no,cellular,78,197,,0
41,entrepreneur,single,primary,,no,7264,no,unknown,125,-1,,0
52,admin.,married,secondary,,no,693,no,unknown,271,-1,,0
34,technician,divorced,secondary,,no,49,no,cellular,142,-1,,0
55,management,married,tertiary,,no,543,no,cellular,61,-1,,0
51,technician,married,secondary,,no,1123,no,unknown,54,-1,,0
35,admin.,divorced,secondary,,no,1085,no,cellular,199,86,,1
58,retired,married,secondary,,no,225,no,cellular,122,-1,,0
32,self-employed,married,tertiary,,no,1214,no,cellular,104,-1,,0
52,admin.,married,secondary,,no,722,no,cellular,99,185,,0
36,services,married,unknown,,no,618,no,cellular,360,335,,1
31,housemaid,single,tertiary,,no,0,no,cellular,78,-1,,0
80,retired,married,secondary,,no,1610,no,cellular,71,-1,,0
52,management,married,tertiary,,no,7192,no,cellular,1486,-1,,1
42,technician,single,secondary,,no,275,no,cellular,31,-1,,0
41,admin.,married,secondary,,no,80,no,cellular,202,-1,,0
58,retired,married,tertiary,,no,324,no,unknown,13,-1,,0
32,management,married,tertiary,,no,1337,no,cellular,283,-1,,0
31,management,single,tertiary,,no,924,no,cellular,231,94,,1
47,management,single,tertiary,,no,6651,no,cellular,229,412,,1
33,management,married,tertiary,,no,0,no,cellular,126,-1,,0
25,management,single,tertiary,,no,316,no,cellular,347,-1,,1
48,management,married,tertiary,,no,2837,no,unknown,69,-1,,0
31,student,single,tertiary,,no,64,no,cellular,261,-1,,1
37,blue-collar,married,secondary,,no,417,no,cellular,389,181,,0
48,entrepreneur,married,tertiary,,no,810,no,unknown,383,-1,,0
30,student,single,unknown,,no,988,no,cellular,167,-1,,0
52,services,divorced,primary,,yes,-1,no,cellular,112,-1,,0
44,blue-collar,single,primary,,no,10984,no,unknown,258,-1,,0
52,services,married,secondary,,no,1645,no,cellular,248,-1,,0
31,entrepreneur,married,tertiary,,no,312,no,cellular,468,-1,,0
58,services,married,secondary,,no,12180,no,unknown,121,-1,,0
38,admin.,single,secondary,,no,626,no,cellular,132,-1,,0
52,technician,divorced,secondary,,no,-558,no,cellular,152,-1,,0
42,management,married,primary,,no,4362,no,unknown,238,-1,,0
33,management,single,tertiary,,no,373,no,cellular,259,-1,,0
29,management,single,tertiary,,no,10436,no,unknown,103,-1,,0
46,management,divorced,tertiary,,no,25,no,unknown,103,-1,,0
28,self-employed,single,tertiary,,no,160,no,unknown,158,-1,,1
78,unknown,married,unknown,,no,2235,no,telephone,300,-1,,1
39,technician,single,secondary,,no,1104,no,cellular,395,-1,,1
57,retired,single,unknown,,no,411,no,cellular,45,-1,,0
38,management,single,tertiary,,no,2813,no,cellular,146,-1,,0
32,management,single,tertiary,,no,0,no,cellular,9,-1,,0
31,technician,divorced,secondary,,no,304,no,cellular,133,-1,,0
33,management,single,tertiary,,no,224,no,cellular,409,92,,1
51,housemaid,married,unknown,,no,174,no,telephone,308,-1,,0
19,student,single,primary,,no,103,no,cellular,96,97,,0
47,management,married,tertiary,,no,122,no,cellular,73,-1,,0
52,management,divorced,tertiary,,no,2104,no,cellular,210,-1,,1
59,management,married,secondary,,no,1558,no,telephone,1140,-1,,0
56,management,divorced,tertiary,,no,722,no,cellular,218,-1,,0
32,blue-collar,single,secondary,,no,681,no,cellular,589,-1,,0
47,management,married,tertiary,,no,0,no,cellular,374,-1,,1
60,blue-collar,married,secondary,,no,0,no,unknown,124,-1,,0
51,entrepreneur,married,primary,,no,538,no,cellular,1122,-1,,1
51,retired,married,secondary,,no,0,no,unknown,70,-1,,0
28,unemployed,single,secondary,,no,16,no,cellular,119,-1,,0
51,blue-collar,married,secondary,,no,1121,no,cellular,824,-1,,0
52,technician,married,secondary,,no,272,no,cellular,53,-1,,0
56,retired,married,secondary,,no,0,no,cellular,113,-1,,0
47,unknown,married,unknown,,no,270,no,cellular,467,-1,,0
51,unemployed,married,secondary,,no,107,no,cellular,79,-1,,0
35,unemployed,married,primary,,no,859,no,unknown,330,-1,,0
50,housemaid,married,primary,,no,85,no,cellular,714,-1,,0
79,retired,married,secondary,,no,2661,no,cellular,254,-1,,1
43,admin.,married,secondary,,no,0,no,unknown,804,-1,,0
38,blue-collar,single,primary,,no,3132,no,cellular,304,-1,,0
59,retired,married,primary,,no,0,no,cellular,288,-1,,0
39,management,divorced,tertiary,,no,126,no,cellular,170,-1,,0
54,self-employed,married,secondary,,no,745,no,cellular,110,-1,,0
42,entrepreneur,married,tertiary,,no,42045,no,cellular,205,-1,,0
33,blue-collar,married,secondary,,no,0,no,cellular,453,-1,,0
55,entrepreneur,married,secondary,,no,27624,no,telephone,437,-1,,1
22,student,single,unknown,,no,3317,no,cellular,148,-1,,0
34,management,married,tertiary,,no,19391,no,cellular,391,-1,,0
49,entrepreneur,married,secondary,,no,-1965,no,telephone,317,-1,,0
45,management,married,tertiary,,no,203,no,unknown,202,-1,,0
88,retired,married,secondary,,no,433,no,telephone,161,274,,0
26,management,single,tertiary,,no,0,no,cellular,145,199,,0
33,management,married,tertiary,,no,150,no,cellular,151,-1,,0
49,entrepreneur,single,tertiary,,no,2209,no,cellular,307,-1,,0
30,student,single,secondary,,no,2046,no,telephone,595,254,,1
48,management,single,tertiary,,no,399,no,cellular,126,-1,,0
51,technician,divorced,secondary,,no,1063,no,cellular,78,-1,,0
53,self-employed,married,tertiary,,no,687,no,cellular,319,-1,,0
63,unknown,married,secondary,,no,367,no,telephone,262,178,,0
55,technician,married,secondary,,no,756,no,cellular,210,-1,,0
38,blue-collar,married,secondary,,yes,-10,no,unknown,174,-1,,0
62,unemployed,married,secondary,,no,780,no,cellular,162,-1,,1
56,management,married,secondary,,no,0,no,cellular,298,111,,1
27,services,married,secondary,,no,1304,no,cellular,403,-1,,0
44,technician,divorced,secondary,,no,14,no,cellular,167,92,,1
83,retired,divorced,primary,,no,1097,no,telephone,181,-1,,1
42,self-employed,married,primary,,no,3717,no,unknown,235,-1,,0
51,housemaid,married,secondary,,no,429,no,cellular,230,-1,,0
32,technician,single,tertiary,,no,1325,no,cellular,142,-1,,0
59,self-employed,married,tertiary,,no,185,no,cellular,283,-1,,0
48,blue-collar,married,secondary,,no,101,no,cellular,549,-1,,0
52,management,divorced,tertiary,,yes,0,no,cellular,335,-1,,0
59,unemployed,divorced,secondary,,no,7469,no,cellular,68,-1,,0
51,management,married,tertiary,,no,3134,no,unknown,92,-1,,0
44,blue-collar,married,secondary,,no,594,no,unknown,340,-1,,0
26,technician,single,tertiary,,no,14054,no,cellular,178,-1,,0
35,management,single,tertiary,,no,-324,no,cellular,985,-1,,1
53,admin.,married,secondary,,no,459,no,cellular,317,192,,0
20,student,single,secondary,,no,88,no,telephone,621,181,,0
36,technician,married,secondary,,no,361,no,cellular,188,-1,,0
56,housemaid,single,secondary,,no,68,no,cellular,85,-1,,0
57,management,divorced,tertiary,,no,2549,no,cellular,193,-1,,0
29,management,single,tertiary,,no,7578,no,cellular,46,-1,,0
43,admin.,married,secondary,,no,9173,no,cellular,80,-1,,0
